Order_ID,Expected_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delivery_Status
ORD02450,2024-01-07,2024-01-11,4.0,Late
ORD02451,2024-05-18,2024-05-19,1.0,Late
ORD02452,2024-06-03,2024-05-30,-4.0,On-Time
ORD02453,2024-02-07,2024-02-06,-1.0,On-Time
ORD02454,2024-03-06,2024-03-05,-1.0,On-Time
ORD02455,2024-04-22,2024-04-18,-4.0,On-Time
ORD02456,2024-06-05,2024-06-06,1.0,Late
ORD02457,2024-03-10,2024-03-06,-4.0,On-Time
ORD02458,2024-05-31,2024-05-31,0.0,On-Time
ORD02459,2024-02-15,2024-02-14,-1.0,On-Time
ORD02460,2024-03-16,2024-03-14,-2.0,On-Time
ORD02461,2024-05-21,2024-05-20,-1.0,On-Time
ORD02462,2024-01-19,2024-01-14,-5.0,On-Time
ORD02463,2024-02-25,2024-02-27,2.0,Late
ORD02464,2024-06-01,2024-05-30,-2.0,On-Time
ORD02465,2024-01-24,2024-01-25,1.0,Late
ORD02466,2024-02-29,2024-02-29,0.0,On-Time
ORD02467,2024-05-30,2024-05-31,1.0,Late
ORD02468,2024-02-18,2024-02-11,-7.0,On-Time
ORD02469,2024-03-10,2024-03-11,1.0,Late
ORD02470,2024-02-29,2024-03-02,2.0,Late
ORD02471,2024-01-16,2024-01-11,-5.0,On-Time
ORD02472,2024-04-20,2024-04-18,-2.0,On-Time
ORD02473,2024-05-29,2024-05-28,-1.0,On-Time
ORD02474,2024-03-13,2024-03-14,1.0,Late
ORD02475,2024-02-09,2024-02-09,0.0,On-Time
ORD02476,2024-01-22,2024-01-21,-1.0,On-Time
ORD02477,2024-04-25,2024-04-21,-4.0,On-Time
ORD02478,2024-05-23,2024-05-21,-2.0,On-Time
ORD02479,2024-04-21,2024-04-18,-3.0,On-Time
ORD02480,2024-03-25,2024-03-21,-4.0,On-Time
ORD02481,2024-05-10,2024-05-07,-3.0,On-Time
ORD02482,2024-02-20,2024-02-23,,Late
ORD02483,2024-05-27,2024-05-28,1.0,Late
ORD02484,2024-03-07,2024-03-05,-2.0,On-Time
ORD02485,2024-04-30,2024-04-27,-3.0,On-Time
ORD02486,2024-05-05,2024-05-07,2.0,Late
ORD02487,2024-05-24,2024-05-23,,On-Time
ORD02488,2024-01-22,2024-01-21,-1.0,On-Time
ORD02489,2024-03-09,2024-03-03,-6.0,On-Time
ORD02490,2024-03-25,2024-03-23,-2.0,On-Time
ORD02491,2024-05-30,2024-05-29,-1.0,On-Time
ORD02492,2024-03-23,2024-03-19,-4.0,On-Time
ORD02493,2024-01-09,2024-01-10,,Late
ORD02494,2024-05-10,2024-05-08,-2.0,On-Time
ORD02495,2024-04-17,2024-04-12,-5.0,On-Time
ORD02496,2024-05-08,2024-05-10,2.0,Late
ORD02497,2024-05-30,2024-06-03,4.0,Late
ORD02498,2024-04-16,2024-04-12,-4.0,On-Time
ORD02499,2024-04-21,2024-04-16,-5.0,On-Time
ORD02500,2024-02-08,2024-02-09,1.0,Late
ORD02501,2024-04-05,2024-03-31,-5.0,On-Time
ORD02502,2024-02-28,2024-02-28,0.0,On-Time
ORD02503,2024-01-24,2024-01-21,-3.0,On-Time
ORD02504,2024-06-03,2024-05-29,-5.0,On-Time
ORD02505,2024-02-26,2024-02-22,-4.0,On-Time
ORD02506,2024-03-19,2024-03-15,-4.0,On-Time
ORD02507,2024-04-04,2024-04-01,-3.0,On-Time
ORD02508,2024-03-18,2024-03-18,0.0,On-Time
ORD02509,2024-01-18,2024-01-17,-1.0,On-Time
ORD02510,2024-02-05,2024-02-02,-3.0,On-Time
ORD02511,2024-03-12,2024-03-15,3.0,Late
ORD02512,2024-03-01,2024-02-26,-4.0,On-Time
ORD02513,2024-05-01,2024-05-02,1.0,Late
ORD02514,2024-02-08,2024-02-09,1.0,Late
ORD02515,2024-03-07,2024-03-03,-4.0,On-Time
ORD02516,2024-04-06,2024-04-01,-5.0,On-Time
ORD02517,2024-02-14,2024-02-10,-4.0,On-Time
ORD02518,2024-03-29,2024-03-27,-2.0,On-Time
ORD02519,2024-03-21,2024-03-22,,Late
ORD02520,2024-02-12,2024-02-09,-3.0,On-Time
ORD02521,2024-03-17,2024-03-18,1.0,Late
ORD02522,2024-02-13,2024-02-12,-1.0,On-Time
ORD02523,2024-05-09,2024-05-07,-2.0,On-Time
ORD02524,2024-05-23,2024-05-19,-4.0,On-Time
ORD02525,2024-05-26,2024-05-26,0.0,On-Time
ORD02526,2024-04-26,2024-04-27,1.0,Late
ORD02527,2024-04-24,2024-04-25,,Late
ORD02528,2024-04-03,2024-04-01,-2.0,On-Time
ORD02529,2024-04-16,2024-04-11,-5.0,On-Time
ORD02530,2024-03-28,2024-03-28,0.0,On-Time
ORD02531,2024-03-13,2024-03-09,-4.0,On-Time
ORD02532,2024-03-31,2024-03-30,-1.0,On-Time
ORD02533,2024-03-13,2024-03-10,-3.0,On-Time
ORD02534,2024-05-08,2024-05-09,1.0,Late
ORD02535,2024-05-24,2024-05-20,-4.0,On-Time
ORD02536,2024-03-11,2024-03-10,-1.0,On-Time
ORD02537,2024-02-17,2024-02-17,0.0,On-Time
ORD02538,2024-05-04,2024-04-29,-5.0,On-Time
ORD02539,2024-01-31,2024-01-30,-1.0,On-Time
ORD02540,2024-02-16,2024-02-16,0.0,On-Time
ORD02541,2024-02-21,2024-02-19,-2.0,On-Time
ORD02542,2024-03-23,2024-03-22,-1.0,On-Time
ORD02543,2024-03-15,2024-03-11,-4.0,On-Time
ORD02544,2024-01-17,2024-01-19,2.0,Late
ORD02545,2024-01-30,2024-01-30,,On-Time
ORD02546,2024-03-18,2024-03-18,0.0,On-Time
ORD02547,2024-05-20,2024-05-15,-5.0,On-Time
ORD02548,2024-03-14,2024-03-12,-2.0,On-Time
ORD02549,2024-04-20,2024-04-15,-5.0,On-Time
ORD02550,2024-03-10,2024-03-08,-2.0,On-Time
ORD02551,2024-01-15,2024-01-11,-4.0,On-Time
ORD02552,2024-03-07,2024-03-08,1.0,Late
ORD02553,2024-01-17,2024-01-20,3.0,Late
ORD02554,2024-01-07,2024-01-08,1.0,Late
ORD02555,2024-02-02,2024-02-04,2.0,Late
ORD02556,2024-01-28,2024-01-28,0.0,On-Time
ORD02557,2024-02-23,2024-02-25,,Late
ORD02558,2024-03-13,2024-03-15,2.0,Late
ORD02559,2024-04-13,2024-04-14,1.0,Late
ORD02560,2024-01-14,2024-01-15,1.0,Late
ORD02561,2024-02-07,2024-02-08,1.0,Late
ORD02562,2024-04-11,2024-04-09,-2.0,On-Time
ORD02563,2024-03-13,2024-03-11,-2.0,On-Time
ORD02564,2024-03-24,2024-03-22,-2.0,On-Time
ORD02565,2024-04-15,2024-04-08,-7.0,On-Time
ORD02566,2024-02-05,2024-02-06,1.0,Late
ORD02567,2024-05-30,2024-05-24,-6.0,On-Time
ORD02568,2024-01-29,2024-01-31,2.0,Late
ORD02569,2024-05-03,2024-05-03,0.0,On-Time
ORD02570,2024-06-02,2024-06-02,0.0,On-Time
ORD02571,2024-01-06,2024-01-07,1.0,Late
ORD02572,2024-01-10,2024-01-11,1.0,Late
ORD02573,2024-01-26,2024-01-26,0.0,On-Time
ORD02574,2024-05-20,2024-05-14,-6.0,On-Time
ORD02575,2024-03-10,2024-03-09,-1.0,On-Time
ORD02576,2024-03-25,2024-03-22,-3.0,On-Time
ORD02577,2024-01-11,2024-01-11,0.0,On-Time
ORD02578,2024-05-17,2024-05-16,-1.0,On-Time
ORD02579,2024-05-19,2024-05-16,-3.0,On-Time
ORD02580,2024-01-12,2024-01-13,1.0,Late
ORD02581,2024-04-30,2024-04-28,-2.0,On-Time
ORD02582,2024-04-29,2024-04-29,0.0,On-Time
ORD02583,2024-05-11,2024-05-09,-2.0,On-Time
ORD02584,2024-01-19,2024-01-18,-1.0,On-Time
ORD02585,2024-02-08,2024-02-11,3.0,Late
ORD02586,2024-03-27,2024-03-24,-3.0,On-Time
ORD02587,2024-04-01,2024-03-29,-3.0,On-Time
ORD02588,2024-02-03,2024-01-31,-3.0,On-Time
ORD02589,2024-02-27,2024-02-29,,Late
ORD02590,2024-05-26,2024-05-25,-1.0,On-Time
ORD02591,2024-01-28,2024-01-22,-6.0,On-Time
ORD02592,2024-03-26,2024-03-29,3.0,Late
ORD02593,2024-05-27,2024-05-28,1.0,Late
ORD02594,2024-02-27,2024-02-26,-1.0,On-Time
ORD02595,2024-02-11,2024-02-10,-1.0,On-Time
ORD02596,2024-01-18,2024-01-13,-5.0,On-Time
ORD02597,2024-01-12,2024-01-15,3.0,Late
ORD02598,2024-05-18,2024-05-20,2.0,Late
ORD02599,2024-06-02,2024-06-02,0.0,On-Time
ORD02600,2024-04-07,2024-04-08,1.0,Late
ORD02601,2024-01-26,2024-01-27,1.0,Late
ORD02602,2024-04-11,2024-04-12,1.0,Late
ORD02603,2024-02-27,2024-02-27,0.0,On-Time
ORD02604,2024-05-01,2024-05-01,0.0,On-Time
ORD02605,2024-02-25,2024-02-26,1.0,Late
ORD02606,2024-04-12,2024-04-12,0.0,On-Time
ORD02607,2024-05-27,2024-05-25,-2.0,On-Time
ORD02608,2024-02-28,2024-02-29,1.0,Late
ORD02609,2024-05-07,2024-05-05,-2.0,On-Time
ORD02610,2024-05-04,2024-05-02,-2.0,On-Time
ORD02611,2024-04-10,2024-04-11,1.0,Late
ORD02612,2024-01-11,2024-01-07,-4.0,On-Time
ORD02613,2024-01-19,2024-01-14,-5.0,On-Time
ORD02614,2024-04-13,2024-04-08,-5.0,On-Time
ORD02615,2024-03-09,2024-03-09,0.0,On-Time
ORD02616,2024-04-15,2024-04-18,3.0,Late
ORD02617,2024-03-30,2024-03-24,,On-Time
ORD02618,2024-04-27,2024-04-23,-4.0,On-Time
ORD02619,2024-05-22,2024-05-20,-2.0,On-Time
ORD02620,2024-01-16,2024-01-12,-4.0,On-Time
ORD02621,2024-02-16,2024-02-10,-6.0,On-Time
ORD02622,2024-02-26,2024-02-26,0.0,On-Time
ORD02623,2024-02-05,2024-02-04,-1.0,On-Time
ORD02624,2024-02-12,2024-02-12,0.0,On-Time
ORD02625,2024-06-01,2024-05-28,-4.0,On-Time
ORD02626,2024-05-28,2024-05-30,2.0,Late
ORD02627,2024-03-21,2024-03-15,-6.0,On-Time
ORD02628,2024-01-20,2024-01-17,-3.0,On-Time
ORD02629,2024-04-21,2024-04-18,-3.0,On-Time
ORD02630,2024-02-16,2024-02-13,-3.0,On-Time
ORD02631,2024-02-28,2024-02-26,-2.0,On-Time
ORD02632,2024-05-24,2024-05-24,0.0,On-Time
ORD02633,2024-03-15,2024-03-17,2.0,Late
ORD02634,2024-04-26,2024-04-22,-4.0,On-Time
ORD02635,2024-04-25,2024-04-27,2.0,Late
ORD02636,2024-04-16,2024-04-16,,On-Time
ORD02637,2024-05-30,2024-05-25,-5.0,On-Time
ORD02638,2024-01-26,2024-01-23,-3.0,On-Time
ORD02639,2024-05-05,2024-04-30,-5.0,On-Time
ORD02640,2024-05-27,2024-05-27,0.0,On-Time
ORD02641,2024-03-17,2024-03-14,-3.0,On-Time
ORD02642,2024-01-08,2024-01-09,1.0,Late
ORD02643,2024-04-11,2024-04-10,-1.0,On-Time
ORD02644,2024-06-03,2024-05-29,-5.0,On-Time
ORD02645,2024-01-30,2024-01-25,-5.0,On-Time
ORD02646,2024-03-19,2024-03-17,-2.0,On-Time
ORD02647,2024-02-11,2024-02-12,1.0,Late
ORD02648,2024-01-14,2024-01-08,-6.0,On-Time
ORD02649,2024-02-12,2024-02-12,0.0,On-Time
ORD02650,2024-05-04,2024-05-05,1.0,Late
ORD02651,2024-02-04,2024-02-07,3.0,Late
ORD02652,2024-02-15,2024-02-11,-4.0,On-Time
ORD02653,2024-01-15,2024-01-13,-2.0,On-Time
ORD02654,2024-04-07,2024-04-06,-1.0,On-Time
ORD02655,2024-05-12,2024-05-11,-1.0,On-Time
ORD02656,2024-05-02,2024-04-27,-5.0,On-Time
ORD02657,2024-05-22,2024-05-22,0.0,On-Time
ORD02658,2024-03-23,2024-03-19,-4.0,On-Time
ORD02659,2024-04-30,2024-05-02,2.0,Late
ORD02660,2024-03-15,2024-03-09,-6.0,On-Time
ORD02661,2024-06-04,2024-05-29,-6.0,On-Time
ORD02662,2024-01-29,2024-01-26,-3.0,On-Time
ORD02663,2024-04-14,2024-04-12,-2.0,On-Time
ORD02664,2024-05-24,2024-05-23,-1.0,On-Time
ORD02665,2024-02-12,2024-02-11,-1.0,On-Time
ORD02666,2024-02-21,2024-02-21,0.0,On-Time
ORD02667,2024-05-04,2024-05-02,-2.0,On-Time
ORD02668,2024-05-02,2024-04-27,-5.0,On-Time
ORD02669,2024-01-16,2024-01-13,-3.0,On-Time
ORD02670,2024-05-02,2024-05-03,1.0,Late
ORD02671,2024-05-05,2024-05-01,-4.0,On-Time
ORD02672,2024-04-28,2024-04-30,2.0,Late
ORD02673,2024-04-01,2024-04-02,1.0,Late
ORD02674,2024-02-24,2024-02-26,2.0,Late
ORD02675,2024-01-14,2024-01-12,-2.0,On-Time
ORD02676,2024-06-04,2024-05-30,-5.0,On-Time
ORD02677,2024-04-13,2024-04-10,-3.0,On-Time
ORD02678,2024-02-19,2024-02-17,-2.0,On-Time
ORD02679,2024-02-03,2024-02-02,-1.0,On-Time
ORD02680,2024-01-26,2024-01-21,-5.0,On-Time
ORD02681,2024-03-11,2024-03-11,0.0,On-Time
ORD02682,2024-01-18,2024-01-15,-3.0,On-Time
ORD02683,2024-02-20,2024-02-23,3.0,Late
ORD02684,2024-03-08,2024-03-04,-4.0,On-Time
ORD02685,2024-01-24,2024-01-21,-3.0,On-Time
ORD02686,2024-02-07,2024-02-03,-4.0,On-Time
ORD02687,2024-04-30,2024-04-27,-3.0,On-Time
ORD02688,2024-01-22,2024-01-22,0.0,On-Time
ORD02689,2024-01-07,2024-01-04,-3.0,On-Time
ORD02690,2024-02-05,2024-01-29,-7.0,On-Time
ORD02691,2024-04-02,2024-04-02,0.0,On-Time
ORD02692,2024-03-15,2024-03-15,0.0,On-Time
ORD02693,2024-04-23,2024-04-25,2.0,Late
ORD02694,2024-06-03,2024-06-03,0.0,On-Time
ORD02695,2024-05-18,2024-05-12,-6.0,On-Time
ORD02696,2024-04-24,2024-04-20,-4.0,On-Time
ORD02697,2024-01-09,2024-01-09,0.0,On-Time
ORD02698,2024-04-15,2024-04-13,-2.0,On-Time
ORD02699,2024-03-12,2024-03-07,,On-Time
ORD02700,2024-01-17,2024-01-16,-1.0,On-Time
ORD02701,2024-04-11,2024-04-08,-3.0,On-Time
ORD02702,2024-03-09,2024-03-08,-1.0,On-Time
ORD02703,2024-03-02,2024-02-26,-5.0,On-Time
ORD02704,2024-05-04,2024-05-02,-2.0,On-Time
ORD02705,2024-05-31,2024-06-01,1.0,Late
ORD02706,2024-01-14,2024-01-11,-3.0,On-Time
ORD02707,2024-01-23,2024-01-21,-2.0,On-Time
ORD02708,2024-01-09,2024-01-02,-7.0,On-Time
ORD02709,2024-04-08,2024-04-09,1.0,Late
ORD02710,2024-02-08,2024-02-06,-2.0,On-Time
ORD02711,2024-05-17,2024-05-18,1.0,Late
ORD02712,2024-06-02,2024-05-27,-6.0,On-Time
ORD02713,2024-02-26,2024-02-29,3.0,Late
ORD02714,2024-02-03,2024-02-02,-1.0,On-Time
ORD02715,2024-05-03,2024-05-06,3.0,Late
ORD02716,2024-04-28,2024-04-29,1.0,Late
ORD02717,2024-05-23,2024-05-17,-6.0,On-Time
ORD02718,2024-04-27,2024-04-30,3.0,Late
ORD02719,2024-02-28,2024-03-02,3.0,Late
ORD02720,2024-05-04,2024-05-04,0.0,On-Time
ORD02721,2024-03-06,2024-02-28,-7.0,On-Time
ORD02722,2024-04-09,2024-04-05,-4.0,On-Time
ORD02723,2024-01-19,2024-01-20,1.0,Late
ORD02724,2024-01-18,2024-01-14,-4.0,On-Time
ORD02725,2024-03-02,2024-03-01,-1.0,On-Time
ORD02726,2024-02-02,2024-01-28,-5.0,On-Time
ORD02727,2024-03-25,2024-03-23,-2.0,On-Time
ORD02728,2024-02-04,2024-02-02,-2.0,On-Time
ORD02729,2024-05-15,2024-05-11,-4.0,On-Time
ORD02730,2024-01-27,2024-01-30,3.0,Late
ORD02731,2024-05-26,2024-05-26,0.0,On-Time
ORD02732,2024-05-13,2024-05-17,4.0,Late
ORD02733,2024-02-01,2024-01-27,-5.0,On-Time
ORD02734,2024-02-10,2024-02-06,-4.0,On-Time
ORD02735,2024-05-05,2024-05-04,-1.0,On-Time
ORD02736,2024-03-03,2024-03-02,-1.0,On-Time
ORD02737,2024-04-01,2024-03-30,-2.0,On-Time
ORD02738,2024-05-01,2024-04-29,-2.0,On-Time
ORD02739,2024-04-07,2024-04-02,-5.0,On-Time
ORD02740,2024-05-06,2024-05-06,0.0,On-Time
ORD02741,2024-03-03,2024-03-01,-2.0,On-Time
ORD02742,2024-05-19,2024-05-15,-4.0,On-Time
ORD02743,2024-03-08,2024-03-04,-4.0,On-Time
ORD02744,2024-02-20,2024-02-17,-3.0,On-Time
ORD02745,2024-02-04,2024-02-03,-1.0,On-Time
ORD02746,2024-04-21,2024-04-20,-1.0,On-Time
ORD02747,2024-03-10,2024-03-08,-2.0,On-Time
ORD02748,2024-05-24,2024-05-23,-1.0,On-Time
ORD02749,2024-05-02,2024-05-02,0.0,On-Time
ORD02750,2024-04-26,2024-04-25,-1.0,On-Time
ORD02751,2024-04-22,2024-04-21,-1.0,On-Time
ORD02752,2024-01-30,2024-01-27,-3.0,On-Time
ORD02753,2024-03-22,2024-03-20,-2.0,On-Time
ORD02754,2024-05-07,2024-05-06,-1.0,On-Time
ORD02755,2024-04-13,2024-04-14,1.0,Late
ORD02756,2024-02-11,2024-02-09,-2.0,On-Time
ORD02757,2024-03-19,2024-03-20,1.0,Late
ORD02758,2024-02-15,2024-02-16,1.0,Late
ORD02759,2024-05-15,2024-05-13,-2.0,On-Time
ORD02760,2024-01-09,2024-01-06,-3.0,On-Time
ORD02761,2024-01-12,2024-01-12,0.0,On-Time
ORD02762,2024-02-08,2024-02-06,-2.0,On-Time
ORD02763,2024-03-20,2024-03-22,2.0,Late
ORD02764,2024-01-29,2024-01-29,0.0,On-Time
ORD02765,2024-04-04,2024-03-30,-5.0,On-Time
ORD02766,2024-04-09,2024-04-07,,On-Time
ORD02767,2024-02-18,2024-02-16,-2.0,On-Time
ORD02768,2024-03-13,2024-03-12,-1.0,On-Time
ORD02769,2024-05-03,2024-04-29,-4.0,On-Time
ORD02770,2024-05-15,2024-05-18,3.0,Late
ORD02771,2024-04-19,2024-04-18,-1.0,On-Time
ORD02772,2024-03-14,2024-03-17,3.0,Late
ORD02773,2024-02-26,2024-02-23,-3.0,On-Time
ORD02774,2024-03-23,2024-03-26,3.0,Late
ORD02775,2024-02-05,2024-02-02,-3.0,On-Time
ORD02776,2024-01-13,2024-01-15,2.0,Late
ORD02777,2024-01-14,2024-01-16,2.0,Late
ORD02778,2024-02-21,2024-02-17,-4.0,On-Time
ORD02779,2024-03-26,2024-03-22,-4.0,On-Time
ORD02780,2024-01-30,2024-01-30,0.0,On-Time
ORD02781,2024-03-29,2024-03-25,-4.0,On-Time
ORD02782,2024-02-07,2024-02-04,-3.0,On-Time
ORD02783,2024-01-31,2024-02-01,1.0,Late
ORD02784,2024-04-30,2024-05-01,1.0,Late
ORD02785,2024-01-20,2024-01-24,4.0,Late
ORD02786,2024-01-12,2024-01-11,-1.0,On-Time
ORD02787,2024-03-12,2024-03-08,-4.0,On-Time
ORD02788,2024-05-09,2024-05-06,-3.0,On-Time
ORD02789,2024-03-15,2024-03-11,-4.0,On-Time
ORD02790,2024-05-20,2024-05-14,-6.0,On-Time
ORD02791,2024-03-04,2024-03-06,2.0,Late
ORD02792,2024-02-19,2024-02-19,0.0,On-Time
ORD02793,2024-03-03,2024-03-05,2.0,Late
ORD02794,2024-02-25,2024-02-20,-5.0,On-Time
ORD02795,2024-05-13,2024-05-10,-3.0,On-Time
ORD02796,2024-03-25,2024-03-27,2.0,Late
ORD02797,2024-01-28,2024-01-28,0.0,On-Time
ORD02798,2024-05-03,2024-05-03,0.0,On-Time
ORD02799,2024-04-14,2024-04-09,-5.0,On-Time
ORD02800,2024-04-20,2024-04-22,2.0,Late
ORD02801,2024-01-15,2024-01-12,-3.0,On-Time
ORD02802,2024-02-02,2024-01-30,-3.0,On-Time
ORD02803,2024-05-29,2024-05-25,-4.0,On-Time
ORD02804,2024-02-12,2024-02-09,-3.0,On-Time
ORD02805,2024-01-17,2024-01-16,-1.0,On-Time
ORD02806,2024-03-11,2024-03-09,-2.0,On-Time
ORD02807,2024-05-10,2024-05-08,-2.0,On-Time
ORD02808,2024-05-24,2024-05-22,-2.0,On-Time
ORD02809,2024-02-22,2024-02-23,1.0,Late
ORD02810,2024-03-17,2024-03-14,-3.0,On-Time
ORD02811,2024-05-12,2024-05-09,-3.0,On-Time
ORD02812,2024-04-10,2024-04-08,-2.0,On-Time
ORD02813,2024-03-18,2024-03-20,2.0,Late
ORD02814,2024-02-24,2024-02-21,-3.0,On-Time
ORD02815,2024-02-01,2024-01-30,-2.0,On-Time
ORD02816,2024-01-14,2024-01-18,4.0,Late
ORD02817,2024-02-05,2024-02-02,-3.0,On-Time
ORD02818,2024-01-27,2024-01-22,-5.0,On-Time
ORD02819,2024-03-06,2024-03-10,4.0,Late
ORD02820,2024-03-13,2024-03-09,-4.0,On-Time
ORD02821,2024-05-12,2024-05-06,-6.0,On-Time
ORD02822,2024-04-22,2024-04-17,-5.0,On-Time
ORD02823,2024-05-06,2024-04-30,-6.0,On-Time
ORD02824,2024-05-13,2024-05-09,-4.0,On-Time
ORD02825,2024-05-20,2024-05-18,-2.0,On-Time
ORD02826,2024-02-08,2024-02-08,0.0,On-Time
ORD02827,2024-02-24,2024-02-20,-4.0,On-Time
ORD02828,2024-02-06,2024-02-01,-5.0,On-Time
ORD02829,2024-05-06,2024-05-07,1.0,Late
ORD02830,2024-01-09,2024-01-06,-3.0,On-Time
ORD02831,2024-05-09,2024-05-09,0.0,On-Time
ORD02832,2024-05-14,2024-05-12,-2.0,On-Time
ORD02833,2024-04-03,2024-04-04,1.0,Late
ORD02834,2024-04-06,2024-04-02,-4.0,On-Time
ORD02835,2024-03-08,2024-03-05,-3.0,On-Time
ORD02836,2024-04-26,2024-04-29,3.0,Late
ORD02837,2024-03-20,2024-03-19,-1.0,On-Time
ORD02838,2024-06-01,2024-05-26,-6.0,On-Time
ORD02839,2024-06-01,2024-05-30,-2.0,On-Time
ORD02840,2024-04-19,2024-04-16,-3.0,On-Time
ORD02841,2024-02-14,2024-02-11,-3.0,On-Time
ORD02842,2024-05-08,2024-05-06,-2.0,On-Time
ORD02843,2024-04-27,2024-04-25,-2.0,On-Time
ORD02844,2024-03-22,2024-03-23,1.0,Late
ORD02845,2024-03-27,2024-03-28,1.0,Late
ORD02846,2024-02-29,2024-02-28,-1.0,On-Time
ORD02847,2024-05-10,2024-05-13,3.0,Late
ORD02848,2024-02-25,2024-02-26,1.0,Late
ORD02849,2024-03-11,2024-03-11,0.0,On-Time
ORD02850,2024-03-11,2024-03-06,-5.0,On-Time
ORD02851,2024-05-07,2024-05-05,-2.0,On-Time
ORD02852,2024-05-22,2024-05-16,-6.0,On-Time
ORD02853,2024-04-02,2024-03-29,-4.0,On-Time
ORD02854,2024-05-28,2024-05-28,0.0,On-Time
ORD02855,2024-03-17,2024-03-15,-2.0,On-Time
ORD02856,2024-02-02,2024-02-04,,Late
ORD02857,2024-04-13,2024-04-09,-4.0,On-Time
ORD02858,2024-05-18,2024-05-15,-3.0,On-Time
ORD02859,2024-05-14,2024-05-17,3.0,Late
ORD02860,2024-05-02,2024-04-28,-4.0,On-Time
ORD02861,2024-06-04,2024-06-06,2.0,Late
ORD02862,2024-05-10,2024-05-10,0.0,On-Time
ORD02863,2024-02-24,2024-02-28,4.0,Late
ORD02864,2024-03-28,2024-03-27,-1.0,On-Time
ORD02865,2024-04-04,2024-04-03,,On-Time
ORD02866,2024-05-28,2024-05-24,-4.0,On-Time
ORD02867,2024-04-27,2024-04-30,3.0,Late
ORD02868,2024-01-26,2024-01-24,-2.0,On-Time
ORD02869,2024-02-09,2024-02-09,0.0,On-Time
ORD02870,2024-01-07,2024-01-04,-3.0,On-Time
ORD02871,2024-03-23,2024-03-23,,On-Time
ORD02872,2024-02-03,2024-02-07,4.0,Late
ORD02873,2024-05-11,2024-05-07,-4.0,On-Time
ORD02874,2024-02-03,2024-01-31,-3.0,On-Time
ORD02875,2024-03-19,2024-03-18,-1.0,On-Time
ORD02876,2024-04-14,2024-04-11,-3.0,On-Time
ORD02877,2024-05-03,2024-05-04,1.0,Late
ORD02878,2024-01-22,2024-01-26,4.0,Late
ORD02879,2024-02-08,2024-02-08,0.0,On-Time
ORD02880,2024-01-16,2024-01-11,-5.0,On-Time
ORD02881,2024-04-16,2024-04-12,-4.0,On-Time
ORD02882,2024-03-09,2024-03-07,-2.0,On-Time
ORD02883,2024-04-21,2024-04-17,,On-Time
ORD02884,2024-01-18,2024-01-17,-1.0,On-Time
ORD02885,2024-04-24,2024-04-17,-7.0,On-Time
ORD02886,2024-01-11,2024-01-05,-6.0,On-Time
ORD02887,2024-02-15,2024-02-10,-5.0,On-Time
ORD02888,2024-03-02,2024-02-29,-2.0,On-Time
ORD02889,2024-01-17,2024-01-19,2.0,Late
ORD02890,2024-02-27,2024-02-29,2.0,Late
ORD02891,2024-05-17,2024-05-15,-2.0,On-Time
ORD02892,2024-04-11,2024-04-09,-2.0,On-Time
ORD02893,2024-02-13,2024-02-11,-2.0,On-Time
ORD02894,2024-04-09,2024-04-11,2.0,Late
ORD02895,2024-02-19,2024-02-19,,On-Time
ORD02896,2024-03-27,2024-03-28,1.0,Late
ORD02897,2024-01-13,2024-01-15,2.0,Late
ORD02898,2024-03-14,2024-03-10,-4.0,On-Time
ORD02899,2024-02-04,2024-02-05,1.0,Late
ORD02900,2024-04-24,2024-04-21,-3.0,On-Time
ORD02901,2024-02-09,2024-02-12,3.0,Late
ORD02902,2024-02-08,2024-02-06,-2.0,On-Time
ORD02903,2024-01-31,2024-01-27,-4.0,On-Time
ORD02904,2024-01-26,2024-01-27,1.0,Late
ORD02905,2024-01-18,2024-01-13,-5.0,On-Time
ORD02906,2024-01-17,2024-01-15,-2.0,On-Time
ORD02907,2024-03-18,2024-03-16,-2.0,On-Time
ORD02908,2024-01-13,2024-01-12,-1.0,On-Time
ORD02909,2024-02-20,2024-02-22,2.0,Late
ORD02910,2024-03-04,2024-03-08,4.0,Late
ORD02911,2024-05-13,2024-05-13,0.0,On-Time
ORD02912,2024-01-17,2024-01-18,1.0,Late
ORD02913,2024-04-20,2024-04-18,-2.0,On-Time
ORD02914,2024-01-13,2024-01-16,3.0,Late
ORD02915,2024-03-28,2024-03-23,-5.0,On-Time
ORD02916,2024-04-04,2024-04-08,4.0,Late
ORD02917,2024-04-14,2024-04-10,-4.0,On-Time
ORD02918,2024-01-10,2024-01-06,-4.0,On-Time
ORD02919,2024-03-18,2024-03-20,2.0,Late
ORD02920,2024-06-01,2024-06-02,1.0,Late
ORD02921,2024-04-07,2024-04-10,3.0,Late
ORD02922,2024-01-13,2024-01-15,2.0,Late
ORD02923,2024-01-21,2024-01-19,-2.0,On-Time
ORD02924,2024-01-20,2024-01-23,3.0,Late
ORD02925,2024-02-09,2024-02-09,,On-Time
ORD02926,2024-05-18,2024-05-12,-6.0,On-Time
ORD02927,2024-03-03,2024-03-03,0.0,On-Time
ORD02928,2024-02-27,2024-02-26,-1.0,On-Time
ORD02929,2024-03-02,2024-03-02,0.0,On-Time
ORD02930,2024-04-30,2024-04-29,-1.0,On-Time
ORD02931,2024-03-01,2024-02-29,-1.0,On-Time
