Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Shipping_Mode,Carrier,Warehouse_ID
SHP02576,ORD02576,2024-03-21,2024-03-22,Air,EcomExpress,WH00003
SHP02577,ORD02577,2024-01-05,2024-01-11,Air,EcomExpress,WH00010
SHP02578,ORD02578,2024-05-12,2024-05-16,Express,Delhivery,WH00003
SHP02579,ORD02579,2024-05-15,2024-05-16,Air,BlueDart,WH00005
SHP02580,ORD02580,2024-01-06,2024-01-13,Express,IndiaPost,WH00010
SHP02581,ORD02581,2024-04-26,2024-04-28,Standard,EcomExpress,WH00006
SHP02582,ORD02582,2024-04-26,2024-04-29,Express,EcomExpress,WH00010
SHP02583,ORD02583,2024-05-07,2024-05-09,Air,EcomExpress,WH00001
SHP02584,ORD02584,2024-01-14,2024-01-18,Air,Delhivery,WH00006
SHP02585,ORD02585,2024-02-04,2024-02-11,Road,Delhivery,WH00009
SHP02586,ORD02586,2024-03-23,2024-03-24,Express,Delhivery,WH00005
SHP02587,ORD02587,2024-03-27,2024-03-29,Express,BlueDart,WH00001
SHP02588,ORD02588,2024-01-30,2024-01-31,Road,IndiaPost,WH00008
SHP02589,ORD02589,2024-02-24,2024-02-29,Road,IndiaPost,WH00004
SHP02590,ORD02590,2024-05-23,2024-05-25,Air,IndiaPost,WH00004
SHP02591,ORD02591,2024-01-23,2024-01-22,Air,IndiaPost,WH00001
SHP02592,ORD02592,2024-03-23,2024-03-29,Road,IndiaPost,WH00004
SHP02593,ORD02593,2024-05-22,2024-05-28,Air,BlueDart,WH00005
SHP02594,ORD02594,2024-02-21,2024-02-26,Standard,EcomExpress,WH00005
SHP02595,ORD02595,2024-02-05,2024-02-10,Standard,IndiaPost,WH00008
SHP02596,ORD02596,2024-01-12,2024-01-13,Express,Delhivery,WH00007
SHP02597,ORD02597,2024-01-09,2024-01-15,Express,BlueDart,WH00011
SHP02598,ORD02598,2024-05-14,2024-05-20,Air,Delhivery,WH00008
SHP02599,ORD02599,2024-05-30,2024-06-02,Road,BlueDart,WH00012
SHP02600,ORD02600,2024-04-01,2024-04-08,Air,EcomExpress,WH00007
SHP02601,ORD02601,2024-01-22,2024-01-27,Road,EcomExpress,WH00010
SHP02602,ORD02602,2024-04-06,2024-04-12,Air,Delhivery,WH00007
SHP02603,ORD02603,2024-02-24,2024-02-27,Express,Delhivery,WH00008
SHP02604,ORD02604,2024-04-26,2024-05-01,Standard,IndiaPost,WH00001
SHP02605,ORD02605,2024-02-22,2024-02-26,Road,BlueDart,WH00007
SHP02606,ORD02606,2024-04-07,2024-04-12,Standard,EcomExpress,WH00008
SHP02607,ORD02607,2024-05-24,2024-05-25,Road,Delhivery,WH00002
SHP02608,ORD02608,2024-02-25,2024-02-29,Air,EcomExpress,WH00007
SHP02609,ORD02609,2024-05-04,2024-05-05,Air,Delhivery,WH00005
SHP02610,ORD02610,2024-04-28,2024-05-02,Road,Delhivery,WH00011
SHP02611,ORD02611,2024-04-05,2024-04-11,Standard,Delhivery,WH00005
SHP02612,ORD02612,2024-01-08,2024-01-07,Air,Delhivery,WH00005
SHP02613,ORD02613,2024-01-14,2024-01-14,Road,IndiaPost,WH00003
SHP02614,ORD02614,2024-04-07,2024-04-08,Air,Delhivery,WH00005
SHP02615,ORD02615,2024-03-05,2024-03-09,Standard,Delhivery,WH00009
SHP02616,ORD02616,2024-04-12,2024-04-18,Standard,EcomExpress,WH00002
SHP02617,ORD02617,2024-03-25,2024-03-24,Standard,BlueDart,WH00007
SHP02618,ORD02618,2024-04-23,2024-04-23,Standard,EcomExpress,WH00002
SHP02619,ORD02619,2024-05-16,2024-05-20,Standard,Delhivery,WH00003
SHP02620,ORD02620,2024-01-11,2024-01-12,Air,EcomExpress,WH00006
SHP02621,ORD02621,2024-02-10,2024-02-10,Express,Delhivery,WH00006
SHP02622,ORD02622,2024-02-22,2024-02-26,Express,Delhivery,WH00003
SHP02623,ORD02623,2024-02-02,2024-02-04,Express,IndiaPost,WH00006
SHP02624,ORD02624,2024-02-07,2024-02-12,Air,BlueDart,WH00005
SHP02625,ORD02625,2024-05-27,2024-05-28,Express,IndiaPost,WH00002
SHP02626,ORD02626,2024-05-24,2024-05-30,Express,Delhivery,WH00011
SHP02627,ORD02627,2024-03-15,2024-03-15,Air,EcomExpress,WH00006
SHP02628,ORD02628,2024-01-14,2024-01-17,Road,BlueDart,WH00005
SHP02629,ORD02629,2024-04-17,2024-04-18,Road,IndiaPost,WH00009
SHP02630,ORD02630,2024-02-13,2024-02-13,Express,EcomExpress,WH00002
SHP02631,ORD02631,2024-02-25,2024-02-26,Air,BlueDart,WH00010
SHP02632,ORD02632,2024-05-18,2024-05-24,Road,BlueDart,WH00012
SHP02633,ORD02633,2024-03-12,2024-03-17,Express,IndiaPost,WH00002
SHP02634,ORD02634,2024-04-21,2024-04-22,Express,Delhivery,WH00002
SHP02635,ORD02635,2024-04-21,2024-04-27,Road,EcomExpress,WH00005
SHP02636,ORD02636,2024-04-11,2024-04-16,Road,Delhivery,WH00005
SHP02637,ORD02637,2024-05-25,2024-05-25,Road,BlueDart,WH00004
SHP02638,ORD02638,2024-01-22,2024-01-23,Express,IndiaPost,WH00008
SHP02639,ORD02639,2024-04-29,2024-04-30,Standard,Delhivery,WH00011
SHP02640,ORD02640,2024-05-21,2024-05-27,Standard,EcomExpress,WH00012
SHP02641,ORD02641,2024-03-12,2024-03-14,Standard,Delhivery,WH00001
SHP02642,ORD02642,2024-01-04,2024-01-09,Standard,IndiaPost,WH00005
SHP02643,ORD02643,2024-04-07,2024-04-10,Road,EcomExpress,WH00005
SHP02644,ORD02644,2024-05-29,2024-05-29,Road,BlueDart,WH00003
SHP02645,ORD02645,2024-01-25,2024-01-25,Road,Delhivery,WH00003
SHP02646,ORD02646,2024-03-14,2024-03-17,Air,IndiaPost,WH00008
SHP02647,ORD02647,2024-02-08,2024-02-12,Express,Delhivery,WH00001
SHP02648,ORD02648,2024-01-08,2024-01-08,Express,EcomExpress,WH00004
SHP02649,ORD02649,2024-02-08,2024-02-12,Express,BlueDart,WH00008
SHP02650,ORD02650,2024-04-28,2024-05-05,Express,Delhivery,WH00004
SHP02651,ORD02651,2024-02-01,2024-02-07,Express,Delhivery,WH00007
SHP02652,ORD02652,2024-02-09,2024-02-11,Air,BlueDart,WH00004
SHP02653,ORD02653,2024-01-11,2024-01-13,Road,IndiaPost,WH00011
SHP02654,ORD02654,2024-04-01,2024-04-06,Road,BlueDart,WH00001
SHP02655,ORD02655,2024-05-08,2024-05-11,Road,EcomExpress,WH00006
SHP02656,ORD02656,2024-04-28,2024-04-27,Express,EcomExpress,WH00007
SHP02657,ORD02657,2024-05-16,2024-05-22,Express,EcomExpress,WH00008
SHP02658,ORD02658,2024-03-18,2024-03-19,Road,Delhivery,WH00012
SHP02659,ORD02659,2024-04-27,2024-05-02,Standard,BlueDart,WH00008
SHP02660,ORD02660,2024-03-09,2024-03-09,Air,BlueDart,WH00009
SHP02661,ORD02661,2024-05-30,2024-05-29,Express,IndiaPost,WH00002
SHP02662,ORD02662,2024-01-25,2024-01-26,Express,BlueDart,WH00011
SHP02663,ORD02663,2024-04-11,2024-04-12,Express,Delhivery,WH00011
SHP02664,ORD02664,2024-05-21,2024-05-23,Standard,Delhivery,WH00011
SHP02665,ORD02665,2024-02-06,2024-02-11,Express,Delhivery,WH00011
SHP02666,ORD02666,2024-02-18,2024-02-21,Road,Delhivery,WH00001
SHP02667,ORD02667,2024-04-30,2024-05-02,Road,Delhivery,WH00004
SHP02668,ORD02668,2024-04-27,2024-04-27,Road,BlueDart,WH00009
SHP02669,ORD02669,2024-01-11,2024-01-13,Standard,EcomExpress,WH00005
SHP02670,ORD02670,2024-04-27,2024-05-03,Standard,IndiaPost,WH00010
SHP02671,ORD02671,2024-04-30,2024-05-01,Air,BlueDart,WH00010
SHP02672,ORD02672,2024-04-25,2024-04-30,Road,IndiaPost,WH00002
SHP02673,ORD02673,2024-03-27,2024-04-02,Road,Delhivery,WH00012
SHP02674,ORD02674,2024-02-21,2024-02-26,Road,IndiaPost,WH00005
SHP02675,ORD02675,2024-01-09,2024-01-12,Express,IndiaPost,WH00009
SHP02676,ORD02676,2024-05-31,2024-05-30,Road,BlueDart,WH00004
SHP02677,ORD02677,2024-04-07,2024-04-10,Express,Delhivery,WH00003
SHP02678,ORD02678,2024-02-15,2024-02-17,Air,Delhivery,WH00006
SHP02679,ORD02679,2024-01-31,2024-02-02,Standard,IndiaPost,WH00001
SHP02680,ORD02680,2024-01-21,2024-01-21,Road,Delhivery,WH00008
SHP02681,ORD02681,2024-03-05,2024-03-11,Air,EcomExpress,WH00007
SHP02682,ORD02682,2024-01-15,2024-01-15,Road,BlueDart,WH00008
SHP02683,ORD02683,2024-02-16,2024-02-23,Air,IndiaPost,WH00007
SHP02684,ORD02684,2024-03-03,2024-03-04,Standard,Delhivery,WH00001
SHP02685,ORD02685,2024-01-20,2024-01-21,Express,IndiaPost,WH00009
SHP02686,ORD02686,2024-02-02,2024-02-03,Road,BlueDart,WH00008
SHP02687,ORD02687,2024-04-26,2024-04-27,Road,Delhivery,WH00011
SHP02688,ORD02688,2024-01-17,2024-01-22,Road,BlueDart,WH00007
SHP02689,ORD02689,2024-01-03,2024-01-04,Standard,Delhivery,WH00006
SHP02690,ORD02690,2024-01-30,2024-01-29,Standard,BlueDart,WH00005
SHP02691,ORD02691,2024-03-30,2024-04-02,Express,Delhivery,WH00003
SHP02692,ORD02692,2024-03-11,2024-03-15,Express,EcomExpress,WH00002
SHP02693,ORD02693,2024-04-19,2024-04-25,Express,Delhivery,WH00005
SHP02694,ORD02694,2024-05-29,2024-06-03,Air,EcomExpress,WH00002
SHP02695,ORD02695,2024-05-13,2024-05-12,Air,EcomExpress,WH00006
SHP02696,ORD02696,2024-04-20,2024-04-20,Air,Delhivery,WH00001
SHP02697,ORD02697,2024-01-06,2024-01-09,Air,IndiaPost,WH00005
SHP02698,ORD02698,2024-04-10,2024-04-13,Express,BlueDart,WH00006
SHP02699,ORD02699,2024-03-06,2024-03-07,Standard,Delhivery,WH00006
SHP02700,ORD02700,2024-01-12,2024-01-16,Express,BlueDart,WH00006
SHP02701,ORD02701,2024-04-05,2024-04-08,Air,IndiaPost,WH00010
SHP02702,ORD02702,2024-03-05,2024-03-08,Standard,BlueDart,WH00007
SHP02703,ORD02703,2024-02-26,2024-02-26,Express,IndiaPost,WH00007
SHP02704,ORD02704,2024-04-28,2024-05-02,Air,IndiaPost,WH00007
SHP02705,ORD02705,2024-05-28,2024-06-01,Air,Delhivery,WH00003
SHP02706,ORD02706,2024-01-10,2024-01-11,Standard,EcomExpress,WH00012
SHP02707,ORD02707,2024-01-19,2024-01-21,Road,Delhivery,WH00006
SHP02708,ORD02708,2024-01-03,2024-01-02,Standard,EcomExpress,WH00010
SHP02709,ORD02709,2024-04-04,2024-04-09,Air,IndiaPost,WH00008
SHP02710,ORD02710,2024-02-05,2024-02-06,Standard,EcomExpress,WH00011
SHP02711,ORD02711,2024-05-12,2024-05-18,Road,Delhivery,WH00011
SHP02712,ORD02712,2024-05-27,2024-05-27,Standard,Delhivery,WH00006
SHP02713,ORD02713,2024-02-23,2024-02-29,Standard,Delhivery,WH00004
SHP02714,ORD02714,2024-01-30,2024-02-02,Standard,EcomExpress,WH00011
SHP02715,ORD02715,2024-04-30,2024-05-06,Air,IndiaPost,WH00012
SHP02716,ORD02716,2024-04-22,2024-04-29,Air,Delhivery,WH00006
SHP02717,ORD02717,2024-05-17,2024-05-17,Air,Delhivery,WH00002
SHP02718,ORD02718,2024-04-23,2024-04-30,Standard,BlueDart,WH00007
SHP02719,ORD02719,2024-02-25,2024-03-02,Air,Delhivery,WH00010
SHP02720,ORD02720,2024-04-29,2024-05-04,Air,BlueDart,WH00008
SHP02721,ORD02721,2024-02-29,2024-02-28,Air,Delhivery,WH00012
SHP02722,ORD02722,2024-04-03,2024-04-05,Express,BlueDart,WH00010
SHP02723,ORD02723,2024-01-14,2024-01-20,Express,IndiaPost,WH00002
SHP02724,ORD02724,2024-01-12,2024-01-14,Air,IndiaPost,WH00010
SHP02725,ORD02725,2024-02-26,2024-03-01,Air,Delhivery,WH00002
SHP02726,ORD02726,2024-01-29,2024-01-28,Standard,BlueDart,WH00006
SHP02727,ORD02727,2024-03-21,2024-03-23,Air,IndiaPost,WH00006
SHP02728,ORD02728,2024-01-29,2024-02-02,Express,Delhivery,WH00010
SHP02729,ORD02729,2024-05-09,2024-05-11,Air,IndiaPost,WH00010
SHP02730,ORD02730,2024-01-23,2024-01-30,Road,EcomExpress,WH00002
SHP02731,ORD02731,2024-05-20,2024-05-26,Road,EcomExpress,WH00004
SHP02732,ORD02732,2024-05-10,2024-05-17,Express,IndiaPost,WH00010
SHP02733,ORD02733,2024-01-27,2024-01-27,Air,IndiaPost,WH00004
SHP02734,ORD02734,2024-02-04,2024-02-06,Express,EcomExpress,WH00003
SHP02735,ORD02735,2024-04-30,2024-05-04,Air,Delhivery,WH00008
SHP02736,ORD02736,2024-02-28,2024-03-02,Air,BlueDart,WH00001
SHP02737,ORD02737,2024-03-26,2024-03-30,Air,BlueDart,WH00010
SHP02738,ORD02738,2024-04-28,2024-04-29,Express,Delhivery,WH00012
SHP02739,ORD02739,2024-04-02,2024-04-02,Road,BlueDart,WH00003
SHP02740,ORD02740,2024-05-02,2024-05-06,Express,BlueDart,WH00010
SHP02741,ORD02741,2024-02-29,2024-03-01,Air,EcomExpress,WH00007
SHP02742,ORD02742,2024-05-13,2024-05-15,Air,BlueDart,WH00006
SHP02743,ORD02743,2024-03-02,2024-03-04,Road,Delhivery,WH00005
SHP02744,ORD02744,2024-02-17,2024-02-17,Air,EcomExpress,WH00001
SHP02745,ORD02745,2024-02-01,2024-02-03,Road,Delhivery,WH00002
SHP02746,ORD02746,2024-04-18,2024-04-20,Express,BlueDart,WH00003
SHP02747,ORD02747,2024-03-05,2024-03-08,Air,IndiaPost,WH00010
SHP02748,ORD02748,2024-05-19,2024-05-23,Air,Delhivery,WH00006
SHP02749,ORD02749,2024-04-27,2024-05-02,Express,IndiaPost,WH00012
SHP02750,ORD02750,2024-04-20,2024-04-25,Standard,IndiaPost,WH00005
SHP02751,ORD02751,2024-04-18,2024-04-21,Express,BlueDart,WH00007
SHP02752,ORD02752,2024-01-25,2024-01-27,Road,BlueDart,WH00012
SHP02753,ORD02753,2024-03-16,2024-03-20,Air,IndiaPost,WH00001
SHP02754,ORD02754,2024-05-03,2024-05-06,Express,EcomExpress,WH00012
SHP02755,ORD02755,2024-04-09,2024-04-14,Air,EcomExpress,WH00003
SHP02756,ORD02756,2024-02-08,2024-02-09,Express,EcomExpress,WH00002
SHP02757,ORD02757,2024-03-15,2024-03-20,Express,Delhivery,WH00005
SHP02758,ORD02758,2024-02-10,2024-02-16,Air,Delhivery,WH00003
SHP02759,ORD02759,2024-05-11,2024-05-13,Road,Delhivery,WH00011
SHP02760,ORD02760,2024-01-06,2024-01-06,Road,IndiaPost,WH00011
SHP02761,ORD02761,2024-01-07,2024-01-12,Road,BlueDart,WH00006
SHP02762,ORD02762,2024-02-05,2024-02-06,Air,EcomExpress,WH00012
SHP02763,ORD02763,2024-03-17,2024-03-22,Air,IndiaPost,WH00004
SHP02764,ORD02764,2024-01-24,2024-01-29,Standard,IndiaPost,WH00006
SHP02765,ORD02765,2024-03-29,2024-03-30,Air,IndiaPost,WH00007
SHP02766,ORD02766,2024-04-04,2024-04-07,Air,Delhivery,WH00006
SHP02767,ORD02767,2024-02-13,2024-02-16,Road,IndiaPost,WH00008
SHP02768,ORD02768,2024-03-07,2024-03-12,Air,BlueDart,WH00001
SHP02769,ORD02769,2024-04-28,2024-04-29,Express,EcomExpress,WH00002
SHP02770,ORD02770,2024-05-12,2024-05-18,Road,IndiaPost,WH00001
SHP02771,ORD02771,2024-04-13,2024-04-18,Express,Delhivery,WH00010
SHP02772,ORD02772,2024-03-10,2024-03-17,Road,BlueDart,WH00010
SHP02773,ORD02773,2024-02-20,2024-02-23,Standard,EcomExpress,WH00011
SHP02774,ORD02774,2024-03-20,2024-03-26,Air,BlueDart,WH00003
SHP02775,ORD02775,2024-02-01,2024-02-02,Standard,Delhivery,WH00008
SHP02776,ORD02776,2024-01-10,2024-01-15,Standard,IndiaPost,WH00009
SHP02777,ORD02777,2024-01-10,2024-01-16,Standard,IndiaPost,WH00009
SHP02778,ORD02778,2024-02-16,2024-02-17,Express,IndiaPost,WH00012
SHP02779,ORD02779,2024-03-22,2024-03-22,Road,IndiaPost,WH00008
SHP02780,ORD02780,2024-01-25,2024-01-30,Road,Delhivery,WH00002
SHP02781,ORD02781,2024-03-24,2024-03-25,Standard,EcomExpress,WH00001
SHP02782,ORD02782,2024-02-03,2024-02-04,Express,BlueDart,WH00011
SHP02783,ORD02783,2024-01-28,2024-02-01,Standard,IndiaPost,WH00010
SHP02784,ORD02784,2024-04-24,2024-05-01,Standard,IndiaPost,WH00004
SHP02785,ORD02785,2024-01-17,2024-01-24,Express,BlueDart,WH00010
SHP02786,ORD02786,2024-01-08,2024-01-11,Express,EcomExpress,WH00004
SHP02787,ORD02787,2024-03-08,2024-03-08,Road,EcomExpress,WH00007
SHP02788,ORD02788,2024-05-03,2024-05-06,Road,EcomExpress,WH00006
SHP02789,ORD02789,2024-03-10,2024-03-11,Air,IndiaPost,WH00010
SHP02790,ORD02790,2024-05-14,2024-05-14,Standard,BlueDart,WH00005
SHP02791,ORD02791,2024-03-01,2024-03-06,Standard,Delhivery,WH00005
SHP02792,ORD02792,2024-02-14,2024-02-19,Standard,IndiaPost,WH00001
SHP02793,ORD02793,2024-02-28,2024-03-05,Express,EcomExpress,WH00003
SHP02794,ORD02794,2024-02-19,2024-02-20,Road,BlueDart,WH00012
SHP02795,ORD02795,2024-05-07,2024-05-10,Road,IndiaPost,WH00010
SHP02796,ORD02796,2024-03-22,2024-03-27,Road,BlueDart,WH00004
SHP02797,ORD02797,2024-01-24,2024-01-28,Road,Delhivery,WH00007
SHP02798,ORD02798,2024-04-30,2024-05-03,Air,Delhivery,WH00004
SHP02799,ORD02799,2024-04-09,2024-04-09,Express,BlueDart,WH00010
SHP02800,ORD02800,2024-04-16,2024-04-22,Road,Delhivery,WH00001
SHP02801,ORD02801,2024-01-09,2024-01-12,Air,IndiaPost,WH00006
SHP02802,ORD02802,2024-01-30,2024-01-30,Standard,BlueDart,WH00009
SHP02803,ORD02803,2024-05-26,2024-05-25,Express,Delhivery,WH00005
SHP02804,ORD02804,2024-02-08,2024-02-09,Standard,BlueDart,WH00012
SHP02805,ORD02805,2024-01-12,2024-01-16,Road,BlueDart,WH00012
SHP02806,ORD02806,2024-03-06,2024-03-09,Air,EcomExpress,WH00002
SHP02807,ORD02807,2024-05-05,2024-05-08,Express,IndiaPost,WH00005
SHP02808,ORD02808,2024-05-19,2024-05-22,Air,BlueDart,WH00003
SHP02809,ORD02809,2024-02-16,2024-02-23,Air,BlueDart,WH00001
SHP02810,ORD02810,2024-03-14,2024-03-14,Express,BlueDart,WH00009
SHP02811,ORD02811,2024-05-08,2024-05-09,Road,IndiaPost,WH00003
SHP02812,ORD02812,2024-04-04,2024-04-08,Express,Delhivery,WH00003
SHP02813,ORD02813,2024-03-15,2024-03-20,Air,IndiaPost,WH00011
SHP02814,ORD02814,2024-02-19,2024-02-21,Express,Delhivery,WH00005
SHP02815,ORD02815,2024-01-29,2024-01-30,Standard,IndiaPost,WH00005
SHP02816,ORD02816,2024-01-11,2024-01-18,Standard,Delhivery,WH00002
SHP02817,ORD02817,2024-02-02,2024-02-02,Standard,Delhivery,WH00009
SHP02818,ORD02818,2024-01-23,2024-01-22,Express,BlueDart,WH00001
SHP02819,ORD02819,2024-03-03,2024-03-10,Air,EcomExpress,WH00012
SHP02820,ORD02820,2024-03-09,2024-03-09,Road,IndiaPost,WH00003
SHP02821,ORD02821,2024-05-07,2024-05-06,Air,BlueDart,WH00004
SHP02822,ORD02822,2024-04-16,2024-04-17,Road,BlueDart,WH00010
SHP02823,ORD02823,2024-05-01,2024-04-30,Standard,EcomExpress,WH00004
SHP02824,ORD02824,2024-05-09,2024-05-09,Express,BlueDart,WH00010
SHP02825,ORD02825,2024-05-15,2024-05-18,Express,EcomExpress,WH00004
SHP02826,ORD02826,2024-02-03,2024-02-08,Express,IndiaPost,WH00009
SHP02827,ORD02827,2024-02-21,2024-02-20,Standard,Delhivery,WH00007
SHP02828,ORD02828,2024-01-31,2024-02-01,Air,BlueDart,WH00006
SHP02829,ORD02829,2024-05-03,2024-05-07,Standard,Delhivery,WH00001
SHP02830,ORD02830,2024-01-03,2024-01-06,Express,IndiaPost,WH00009
SHP02831,ORD02831,2024-05-06,2024-05-09,Express,EcomExpress,WH00006
SHP02832,ORD02832,2024-05-08,2024-05-12,Standard,BlueDart,WH00009
SHP02833,ORD02833,2024-03-30,2024-04-04,Road,BlueDart,WH00011
SHP02834,ORD02834,2024-04-02,2024-04-02,Road,EcomExpress,WH00002
SHP02835,ORD02835,2024-03-02,2024-03-05,Standard,BlueDart,WH00004
SHP02836,ORD02836,2024-04-23,2024-04-29,Standard,BlueDart,WH00001
SHP02837,ORD02837,2024-03-16,2024-03-19,Express,Delhivery,WH00010
SHP02838,ORD02838,2024-05-26,2024-05-26,Road,EcomExpress,WH00002
SHP02839,ORD02839,2024-05-29,2024-05-30,Air,EcomExpress,WH00005
SHP02840,ORD02840,2024-04-16,2024-04-16,Air,EcomExpress,WH00003
SHP02841,ORD02841,2024-02-08,2024-02-11,Standard,Delhivery,WH00009
SHP02842,ORD02842,2024-05-03,2024-05-06,Standard,EcomExpress,WH00003
SHP02843,ORD02843,2024-04-22,2024-04-25,Standard,IndiaPost,WH00008
SHP02844,ORD02844,2024-03-17,2024-03-23,Standard,IndiaPost,WH00011
SHP02845,ORD02845,2024-03-22,2024-03-28,Air,BlueDart,WH00006
SHP02846,ORD02846,2024-02-24,2024-02-28,Standard,BlueDart,WH00002
SHP02847,ORD02847,2024-05-07,2024-05-13,Standard,Delhivery,WH00009
SHP02848,ORD02848,2024-02-20,2024-02-26,Express,Delhivery,WH00004
SHP02849,ORD02849,2024-03-05,2024-03-11,Express,IndiaPost,WH00004
SHP02850,ORD02850,2024-03-07,2024-03-06,Road,BlueDart,WH00006
SHP02851,ORD02851,2024-05-04,2024-05-05,Standard,IndiaPost,WH00008
SHP02852,ORD02852,2024-05-17,2024-05-16,Road,BlueDart,WH00003
SHP02853,ORD02853,2024-03-27,2024-03-29,Express,IndiaPost,WH00007
SHP02854,ORD02854,2024-05-25,2024-05-28,Air,EcomExpress,WH00006
SHP02855,ORD02855,2024-03-11,2024-03-15,Standard,BlueDart,WH00011
SHP02856,ORD02856,2024-01-30,2024-02-04,Express,EcomExpress,WH00009
SHP02857,ORD02857,2024-04-07,2024-04-09,Road,IndiaPost,WH00009
SHP02858,ORD02858,2024-05-14,2024-05-15,Road,EcomExpress,WH00011
SHP02859,ORD02859,2024-05-10,2024-05-17,Air,Delhivery,WH00009
SHP02860,ORD02860,2024-04-27,2024-04-28,Standard,Delhivery,WH00010
SHP02861,ORD02861,2024-06-01,2024-06-06,Road,EcomExpress,WH00005
SHP02862,ORD02862,2024-05-05,2024-05-10,Air,Delhivery,WH00008
SHP02863,ORD02863,2024-02-21,2024-02-28,Road,BlueDart,WH00004
SHP02864,ORD02864,2024-03-22,2024-03-27,Road,Delhivery,WH00011
SHP02865,ORD02865,2024-03-31,2024-04-03,Road,BlueDart,WH00002
SHP02866,ORD02866,2024-05-23,2024-05-24,Express,EcomExpress,WH00001
SHP02867,ORD02867,2024-04-23,2024-04-30,Express,Delhivery,WH00001
SHP02868,ORD02868,2024-01-20,2024-01-24,Road,IndiaPost,WH00005
SHP02869,ORD02869,2024-02-06,2024-02-09,Air,EcomExpress,WH00002
SHP02870,ORD02870,2024-01-03,2024-01-04,Express,BlueDart,WH00001
SHP02871,ORD02871,2024-03-19,2024-03-23,Standard,IndiaPost,WH00003
SHP02872,ORD02872,2024-01-31,2024-02-07,Express,Delhivery,WH00009
SHP02873,ORD02873,2024-05-07,2024-05-07,Express,Delhivery,WH00012
SHP02874,ORD02874,2024-01-30,2024-01-31,Road,Delhivery,WH00012
SHP02875,ORD02875,2024-03-13,2024-03-18,Standard,BlueDart,WH00008
SHP02876,ORD02876,2024-04-10,2024-04-11,Air,Delhivery,WH00003
SHP02877,ORD02877,2024-04-30,2024-05-04,Standard,EcomExpress,WH00002
SHP02878,ORD02878,2024-01-19,2024-01-26,Road,Delhivery,WH00008
SHP02879,ORD02879,2024-02-03,2024-02-08,Express,EcomExpress,WH00010
SHP02880,ORD02880,2024-01-10,2024-01-11,Air,BlueDart,WH00010
SHP02881,ORD02881,2024-04-10,2024-04-12,Standard,BlueDart,WH00007
SHP02882,ORD02882,2024-03-03,2024-03-07,Road,IndiaPost,WH00009
SHP02883,ORD02883,2024-04-16,2024-04-17,Standard,EcomExpress,WH00003
SHP02884,ORD02884,2024-01-14,2024-01-17,Express,BlueDart,WH00009
SHP02885,ORD02885,2024-04-18,2024-04-17,Road,BlueDart,WH00008
SHP02886,ORD02886,2024-01-06,2024-01-05,Express,Delhivery,WH00009
SHP02887,ORD02887,2024-02-11,2024-02-10,Express,Delhivery,WH00004
SHP02888,ORD02888,2024-02-28,2024-02-29,Air,EcomExpress,WH00007
SHP02889,ORD02889,2024-01-12,2024-01-19,Air,IndiaPost,WH00010
SHP02890,ORD02890,2024-02-24,2024-02-29,Standard,IndiaPost,WH00003
SHP02891,ORD02891,2024-05-12,2024-05-15,Standard,Delhivery,WH00008
SHP02892,ORD02892,2024-04-05,2024-04-09,Road,Delhivery,WH00006
SHP02893,ORD02893,2024-02-10,2024-02-11,Express,Delhivery,WH00006
SHP02894,ORD02894,2024-04-05,2024-04-11,Air,EcomExpress,WH00009
SHP02895,ORD02895,2024-02-16,2024-02-19,Standard,IndiaPost,WH00002
SHP02896,ORD02896,2024-03-24,2024-03-28,Road,Delhivery,WH00008
SHP02897,ORD02897,2024-01-09,2024-01-15,Express,Delhivery,WH00002
SHP02898,ORD02898,2024-03-09,2024-03-10,Standard,IndiaPost,WH00003
SHP02899,ORD02899,2024-01-31,2024-02-05,Air,BlueDart,WH00001
SHP02900,ORD02900,2024-04-18,2024-04-21,Road,Delhivery,WH00002
SHP02901,ORD02901,2024-02-05,2024-02-12,Standard,EcomExpress,WH00001
SHP02902,ORD02902,2024-02-04,2024-02-06,Air,Delhivery,WH00009
SHP02903,ORD02903,2024-01-25,2024-01-27,Standard,Delhivery,WH00004
SHP02904,ORD02904,2024-01-22,2024-01-27,Express,Delhivery,WH00008
SHP02905,ORD02905,2024-01-12,2024-01-13,Express,IndiaPost,WH00012
SHP02906,ORD02906,2024-01-13,2024-01-15,Road,IndiaPost,WH00001
SHP02907,ORD02907,2024-03-15,2024-03-16,Standard,IndiaPost,WH00002
SHP02908,ORD02908,2024-01-07,2024-01-12,Road,IndiaPost,WH00003
SHP02909,ORD02909,2024-02-15,2024-02-22,Standard,IndiaPost,WH00010
SHP02910,ORD02910,2024-03-01,2024-03-08,Air,EcomExpress,WH00003
SHP02911,ORD02911,2024-05-09,2024-05-13,Road,Delhivery,WH00005
SHP02912,ORD02912,2024-01-12,2024-01-18,Air,EcomExpress,WH00009
SHP02913,ORD02913,2024-04-17,2024-04-18,Express,Delhivery,WH00002
SHP02914,ORD02914,2024-01-09,2024-01-16,Road,EcomExpress,WH00012
SHP02915,ORD02915,2024-03-22,2024-03-23,Air,IndiaPost,WH00011
SHP02916,ORD02916,2024-04-01,2024-04-08,Road,IndiaPost,WH00004
SHP02917,ORD02917,2024-04-08,2024-04-10,Express,EcomExpress,WH00006
