Shipment_ID,Shipping_Cost,Fuel_Cost,Handling_Cost,Total_Cost
SHP02876,474.25,39.97,94.3,608.52
SHP02877,514.8,100.53,115.84,731.17
SHP02878,346.03,201.22,45.39,592.64
SHP02879,123.54,157.58,41.52,322.64
SHP02880,411.91,195.33,26.03,633.27
SHP02881,361.01,216.67,136.53,714.2099999999999
SHP02882,219.6,93.54,78.8,391.94
SHP02883,187.7,222.86,67.11,477.67
SHP02884,99.14,45.89,142.73,287.76
SHP02885,381.94,219.9,113.42,715.26
SHP02886,233.45,205.71,47.7,486.85999999999996
SHP02887,440.52,134.62,59.42,634.56
SHP02888,564.47,173.43,29.82,767.7200000000001
SHP02889,129.38,244.17,79.91,453.4599999999999
SHP02890,540.82,241.11,133.67,915.6
SHP02891,184.19,37.57,93.3,315.06
SHP02892,212.25,169.1,39.42,420.77000000000004
SHP02893,277.38,202.47,67.38,547.23
SHP02894,549.23,170.64,29.54,749.41
SHP02895,485.17,77.13,141.78,704.0799999999999
SHP02896,455.01,40.41,129.73,625.15
SHP02897,512.09,95.0,137.44,744.53
SHP02898,511.0,135.84,62.97,709.8100000000001
SHP02899,137.38,245.68,144.59,527.65
SHP02900,510.66,78.07,86.48,675.21
SHP02901,149.65,85.64,137.23,372.52
SHP02902,499.99,185.12,95.22,780.33
SHP02903,84.57,197.53,121.43,403.53000000000003
SHP02904,130.73,99.24,146.49,376.46
SHP02905,190.94,171.98,75.87,438.78999999999996
SHP02906,391.11,201.06,81.7,673.8700000000001
SHP02907,582.29,213.94,86.86,883.09
SHP02908,282.66,57.03,90.97,430.6600000000001
SHP02909,588.08,154.25,111.54,853.87
SHP02910,354.6,194.34,137.17,686.11
SHP02911,409.79,171.69,115.2,696.6800000000001
SHP02912,502.28,170.99,58.5,731.77
SHP02913,81.49,174.44,77.19,333.12
SHP02914,540.51,112.25,25.5,678.26
SHP02915,328.3,200.4,129.01,657.71
SHP02916,155.01,70.74,87.35,313.1
SHP02917,597.0,230.1,132.42,959.52
SHP02918,430.88,81.67,106.29,618.8399999999999
SHP02919,333.8,53.45,126.79,514.04
SHP02920,537.85,144.73,45.49,728.07
SHP02921,330.48,77.69,63.62,471.79
SHP02922,141.94,86.81,42.34,271.09000000000003
SHP02923,278.83,222.8,108.99,610.62
SHP02924,577.52,64.51,115.75,757.78
SHP02925,214.17,106.29,73.55,394.01
SHP02926,233.81,119.98,97.4,451.19000000000005
SHP02927,450.46,67.86,126.71,645.03
SHP02928,407.83,105.13,79.4,592.36
SHP02929,415.93,101.56,119.69,637.1800000000001
SHP02930,424.36,190.41,120.07,734.8399999999999
SHP02931,485.56,110.08,49.46,645.1
SHP02932,514.23,225.58,119.05,858.86
SHP02933,252.86,159.69,136.19,548.74
SHP02934,514.37,56.59,33.92,604.88
SHP02935,305.41,229.38,137.11,671.9
SHP02936,484.4,50.95,88.49,623.84
SHP02937,571.34,227.27,81.3,879.91
SHP02938,443.88,143.06,60.18,647.12
SHP02939,196.05,212.59,117.98,526.62
SHP02940,576.75,183.47,70.07,830.29
SHP02941,128.46,138.69,59.61,326.76
SHP02942,382.12,219.34,94.38,695.84
SHP02943,160.19,65.26,115.94,341.39
SHP02944,442.56,59.09,128.53,630.18
SHP02945,121.65,218.87,135.21,475.73
SHP02946,480.15,133.79,28.16,642.0999999999999
SHP02947,412.93,111.87,30.08,554.88
SHP02948,115.41,195.54,75.57,386.52
SHP02949,230.06,205.56,25.78,461.4
SHP02950,345.05,151.55,76.35,572.95
SHP02951,96.83,83.45,67.11,247.39
SHP02952,561.21,200.89,64.32,826.4200000000001
SHP02953,205.8,120.5,58.97,385.27
SHP02954,107.75,124.94,55.16,287.85
SHP02955,232.52,40.87,39.45,312.84
SHP02956,371.47,200.36,138.89,710.72
SHP02957,211.91,55.0,64.17,331.08
SHP02958,445.01,107.57,50.77,603.3499999999999
SHP02959,412.1,102.8,75.44,590.3399999999999
SHP02960,432.44,63.09,28.8,524.3299999999999
SHP02961,599.09,167.52,104.13,870.74
SHP02962,451.28,209.49,109.96,770.73
SHP02963,300.7,200.18,44.44,545.3199999999999
SHP02964,248.5,117.28,99.29,465.07
SHP02965,253.75,166.99,35.45,456.19
SHP02966,249.68,213.11,105.52,568.3100000000001
SHP02967,510.02,217.64,81.18,808.8399999999999
SHP02968,318.89,55.98,64.95,439.82
SHP02969,114.05,58.14,24.86,197.05
SHP02970,262.08,44.47,87.66,394.2099999999999
SHP02971,469.81,160.77,32.04,662.62
SHP02972,479.72,238.02,120.54,838.28
SHP02973,525.35,54.4,38.51,618.26
SHP02974,437.79,216.24,56.08,710.11
SHP02975,526.38,212.11,67.81,806.3
SHP02976,172.81,50.95,29.85,253.60999999999999
SHP02977,298.63,126.66,108.73,534.02
SHP02978,342.09,148.82,146.25,637.16
SHP02979,390.65,204.66,60.66,655.9699999999999
SHP02980,485.68,36.66,67.9,590.24
SHP02981,275.24,232.65,133.5,641.39
SHP02982,452.4,130.54,100.13,683.0699999999999
SHP02983,591.48,100.17,26.65,718.3
SHP02984,536.53,238.33,110.73,885.59
SHP02985,331.21,106.01,139.21,576.43
SHP02986,317.69,219.13,132.27,669.0899999999999
SHP02987,427.16,82.95,128.62,638.73
SHP02988,141.4,117.18,53.8,312.38000000000005
SHP02989,502.66,227.92,25.37,755.95
SHP02990,89.42,73.61,52.37,215.4
SHP02991,335.43,114.66,132.46,582.5500000000001
SHP02992,231.48,116.68,81.08,429.23999999999995
SHP02993,82.48,243.9,101.19,427.57
SHP02994,370.38,171.33,140.48,682.19
SHP02995,265.21,125.49,77.17,467.87
SHP02996,472.24,102.57,35.66,610.4699999999999
SHP02997,425.32,150.61,102.2,678.1300000000001
SHP02998,414.96,104.37,36.51,555.8399999999999
SHP02999,407.37,222.63,133.56,763.56
SHP03000,528.97,224.0,31.06,784.03
SHP03001,253.51,108.34,44.84,406.69000000000005
SHP03002,137.29,84.4,71.42,293.11
SHP03003,379.07,197.17,90.17,666.41
SHP03004,442.25,77.6,62.9,582.75
SHP03005,543.02,60.06,139.16,742.2399999999999
SHP03006,215.9,195.14,132.77,543.81
SHP03007,387.5,174.61,131.71,693.82
SHP03008,557.06,70.85,88.36,716.27
SHP03009,331.09,206.54,109.77,647.4
SHP03010,104.41,48.35,72.6,225.35999999999999
SHP03011,305.9,87.43,43.63,436.96
SHP03012,436.17,175.22,71.46,682.85
SHP03013,327.56,171.79,76.87,576.22
SHP03014,222.37,192.58,135.78,550.73
SHP03015,483.83,61.23,36.53,581.5899999999999
SHP03016,394.69,224.1,74.86,693.65
SHP03017,581.57,93.82,95.67,771.0600000000001
SHP03018,535.15,186.87,73.59,795.61
SHP03019,153.51,233.4,62.96,449.86999999999995
SHP03020,232.2,148.83,99.86,480.89
SHP03021,434.59,44.67,49.61,528.87
SHP03022,295.93,86.8,54.54,437.27000000000004
SHP03023,471.77,182.98,25.78,680.53
SHP03024,156.07,39.63,77.79,273.49
SHP03025,595.01,55.33,38.81,689.1500000000001
SHP03026,93.62,192.54,46.41,332.56999999999994
SHP03027,234.48,138.69,33.77,406.93999999999994
SHP03028,265.71,176.84,119.97,562.52
SHP03029,334.54,31.74,102.09,468.37
SHP03030,222.43,225.65,64.27,512.35
SHP03031,424.18,76.9,104.68,605.76
SHP03032,344.86,107.3,86.22,538.38
SHP03033,483.04,146.33,140.7,770.0699999999999
SHP03034,597.33,39.34,84.99,721.6600000000001
SHP03035,161.39,42.61,55.35,259.35
SHP03036,201.32,221.23,37.51,460.05999999999995
SHP03037,144.57,31.99,113.99,290.55
SHP03038,425.04,125.43,84.36,634.83
SHP03039,214.66,139.01,111.87,465.53999999999996
SHP03040,127.29,146.59,67.8,341.68
SHP03041,267.58,126.61,78.53,472.72
SHP03042,212.33,230.72,89.64,532.69
SHP03043,269.62,172.02,92.45,534.09
SHP03044,481.77,218.38,25.59,725.74
SHP03045,139.13,138.42,36.07,313.61999999999995
SHP03046,329.27,174.09,61.53,564.89
SHP03047,484.76,36.1,57.79,578.65
SHP03048,582.66,111.51,88.91,783.0799999999999
SHP03049,581.9,181.13,72.31,835.3399999999999
SHP03050,325.49,191.71,59.46,576.6600000000001
SHP03051,592.32,232.28,44.96,869.5600000000001
SHP03052,404.17,206.67,75.35,686.19
SHP03053,127.73,40.73,70.2,238.66000000000003
SHP03054,493.82,138.7,29.92,662.4399999999999
SHP03055,295.47,125.45,135.98,556.9
SHP03056,237.42,78.16,133.8,449.38
SHP03057,310.9,185.59,149.84,646.33
SHP03058,520.75,242.51,48.62,811.88
SHP03059,111.96,65.27,117.43,294.65999999999997
SHP03060,352.59,175.39,28.27,556.25
SHP03061,269.85,104.09,77.95,451.89000000000004
SHP03062,455.08,126.88,77.32,659.28
SHP03063,282.41,67.76,115.29,465.46000000000004
SHP03064,436.69,228.54,50.65,715.88
SHP03065,459.06,69.97,137.34,666.37
SHP03066,150.51,159.1,69.11,378.72
SHP03067,308.34,182.92,46.6,537.86
SHP03068,221.55,104.51,57.66,383.72
SHP03069,371.64,226.28,116.39,714.31
SHP03070,100.48,78.96,83.5,262.94
SHP03071,125.53,111.6,105.89,343.02
SHP03072,383.05,176.85,52.39,612.29
SHP03073,325.45,185.67,24.71,535.83
SHP03074,245.32,142.44,149.18,536.94
SHP03075,172.31,225.73,88.87,486.90999999999997
SHP03076,98.8,177.59,34.17,310.56
SHP03077,153.32,183.95,84.99,422.26
SHP03078,379.33,126.96,32.63,538.92
SHP03079,186.89,241.12,57.76,485.77
SHP03080,362.55,169.8,63.01,595.36
SHP03081,370.16,47.09,94.02,511.27
SHP03082,543.83,209.72,140.28,893.83
SHP03083,341.5,90.66,141.27,573.43
SHP03084,427.9,66.84,133.3,628.04
SHP03085,119.04,150.35,66.25,335.64
SHP03086,184.03,47.25,31.52,262.8
SHP03087,483.46,34.08,38.7,556.24
SHP03088,329.79,179.1,75.22,584.11
SHP03089,470.79,187.2,23.41,681.4
SHP03090,129.29,144.84,116.78,390.90999999999997
SHP03091,161.73,227.68,51.96,441.36999999999995
SHP03092,200.94,164.21,47.12,412.27
SHP03093,231.59,167.96,130.27,529.82
SHP03094,429.57,185.49,76.5,691.56
SHP03095,239.14,207.29,128.06,574.49
SHP03096,306.1,130.68,61.04,497.82000000000005
SHP03097,115.9,244.04,47.11,407.05
SHP03098,320.04,136.23,94.52,550.79
SHP03099,507.94,171.53,52.18,731.65
SHP03100,104.39,227.98,73.56,405.93
SHP03101,130.79,52.33,112.13,295.25
SHP03102,367.42,109.2,75.31,551.9300000000001
SHP03103,438.99,74.75,106.53,620.27
SHP03104,258.07,168.07,83.47,509.61
SHP03105,127.23,130.02,68.79,326.04
SHP03106,576.36,184.69,140.0,901.05
SHP03107,350.32,226.65,88.93,665.9000000000001
SHP03108,272.96,105.92,148.52,527.4
SHP03109,407.18,205.44,105.01,717.63
SHP03110,363.01,36.89,21.22,421.12
SHP03111,474.56,172.55,142.1,789.21
SHP03112,352.47,121.63,91.66,565.76
SHP03113,538.11,78.38,89.17,705.66
SHP03114,246.53,98.55,91.19,436.27
SHP03115,326.96,187.79,98.31,613.06
SHP03116,542.04,172.02,87.63,801.6899999999999
SHP03117,245.47,194.39,32.53,472.39
SHP03118,580.22,189.56,43.94,813.72
SHP03119,483.55,225.58,79.62,788.75
SHP03120,417.13,83.47,23.73,524.33
SHP03121,296.73,190.53,24.57,511.83
SHP03122,300.73,71.38,92.96,465.07
SHP03123,403.64,77.63,30.14,511.40999999999997
SHP03124,223.86,137.51,100.26,461.63
SHP03125,254.92,64.36,85.04,404.32
SHP03126,105.66,59.77,124.03,289.46000000000004
SHP03127,238.72,144.3,69.79,452.81
SHP03128,284.86,53.6,85.74,424.20000000000005
SHP03129,226.23,211.78,84.22,522.23
SHP03130,336.09,102.32,34.72,473.13
SHP03131,479.27,139.44,62.77,681.48
SHP03132,153.16,87.31,31.91,272.38
SHP03133,194.36,39.32,48.24,281.92
SHP03134,85.7,78.46,115.18,279.34000000000003
SHP03135,166.08,225.6,140.83,532.51
SHP03136,336.96,129.38,102.21,568.55
SHP03137,159.67,129.44,95.61,384.72
SHP03138,434.47,185.78,122.84,743.09
SHP03139,205.2,177.35,117.39,499.93999999999994
SHP03140,184.41,176.58,106.04,467.03000000000003
SHP03141,551.23,110.27,38.15,699.65
SHP03142,288.07,81.2,141.35,510.62
SHP03143,112.04,222.47,54.96,389.46999999999997
SHP03144,464.78,145.13,97.85,707.76
SHP03145,591.81,90.51,71.76,754.0799999999999
SHP03146,167.86,69.29,96.69,333.84000000000003
SHP03147,104.56,46.45,46.39,197.39999999999998
SHP03148,285.21,210.9,47.84,543.95
SHP03149,599.89,130.1,98.64,828.63
SHP03150,557.76,190.83,101.89,850.48
SHP03151,339.0,39.63,141.88,520.51
SHP03152,398.98,144.15,27.23,570.36
SHP03153,181.95,107.91,88.86,378.72
SHP03154,387.04,63.48,147.33,597.85
SHP03155,249.24,242.28,142.05,633.5699999999999
SHP03156,94.84,201.65,55.8,352.29
SHP03157,418.99,81.8,48.07,548.86
SHP03158,364.39,117.27,27.74,509.4
SHP03159,396.61,133.71,134.36,664.6800000000001
SHP03160,123.26,150.31,76.3,349.87
SHP03161,575.23,219.67,37.79,832.6899999999999
SHP03162,185.96,71.82,75.5,333.28
SHP03163,99.97,125.98,50.05,276.0
SHP03164,466.91,91.52,81.92,640.35
SHP03165,535.34,170.58,136.83,842.7500000000001
SHP03166,264.71,117.18,142.85,524.74
SHP03167,432.06,82.17,66.15,580.38
SHP03168,267.13,86.18,141.41,494.72
SHP03169,146.4,173.72,88.26,408.38
SHP03170,517.9,208.2,28.45,754.55
SHP03171,444.03,78.16,67.15,589.3399999999999
SHP03172,324.07,59.66,53.35,437.08000000000004
SHP03173,505.97,115.9,51.54,673.41
SHP03174,436.94,33.56,83.27,553.77
SHP03175,144.31,224.09,115.28,483.67999999999995
SHP03176,159.82,142.32,70.03,372.16999999999996
SHP03177,221.63,245.23,64.91,531.77
SHP03178,533.09,221.35,34.96,789.4000000000001
SHP03179,186.51,145.62,71.07,403.2
SHP03180,505.07,220.63,139.88,865.58
SHP03181,139.22,211.1,94.58,444.9
SHP03182,179.07,101.34,119.91,400.31999999999994
SHP03183,551.44,160.61,54.71,766.7600000000001
SHP03184,83.86,66.33,82.28,232.47
SHP03185,461.1,196.7,89.15,746.9499999999999
SHP03186,487.71,242.46,147.43,877.5999999999999
SHP03187,369.33,113.34,88.56,571.23
SHP03188,160.99,240.39,143.36,544.74
SHP03189,231.71,242.53,102.56,576.8
SHP03190,325.26,92.35,68.54,486.15000000000003
SHP03191,524.36,79.11,118.29,721.76
SHP03192,205.79,196.79,107.46,510.03999999999996
SHP03193,251.45,102.67,131.23,485.35
SHP03194,316.53,249.7,147.68,713.9100000000001
SHP03195,428.43,245.62,25.11,699.16
SHP03196,307.24,55.79,145.17,508.20000000000005
SHP03197,187.14,76.77,95.0,358.90999999999997
SHP03198,306.35,54.7,43.34,404.39
SHP03199,364.28,78.44,30.1,472.82
SHP03200,575.02,96.82,50.41,722.2499999999999
SHP03201,400.79,185.85,61.17,647.81
SHP03202,109.92,243.48,115.27,468.66999999999996
SHP03203,135.93,79.82,55.89,271.64
SHP03204,423.87,30.9,22.42,477.19
SHP03205,519.6,194.14,53.1,766.84
SHP03206,345.13,78.0,64.48,487.61
SHP03207,477.15,188.43,53.88,719.4599999999999
SHP03208,279.64,217.4,77.09,574.13
SHP03209,381.07,216.46,118.97,716.5
SHP03210,232.23,145.27,54.5,432.0
SHP03211,94.35,162.32,77.65,334.31999999999994
SHP03212,281.96,179.47,21.28,482.7099999999999
SHP03213,223.43,109.74,50.49,383.66
SHP03214,162.09,222.8,71.13,456.02
SHP03215,205.61,172.21,40.44,418.26000000000005
SHP03216,107.15,75.03,114.05,296.23
SHP03217,474.2,124.75,72.62,671.57
SHP03218,576.85,76.08,69.93,722.8600000000001
SHP03219,316.8,134.56,44.29,495.65000000000003
SHP03220,224.0,51.32,96.22,371.53999999999996
SHP03221,145.19,132.2,142.33,419.72
SHP03222,315.81,60.35,128.91,505.07000000000005
SHP03223,147.23,94.18,149.8,391.21000000000004
SHP03224,333.44,134.26,67.09,534.79
SHP03225,588.26,144.63,125.92,858.81
SHP03226,182.39,88.62,116.5,387.51
SHP03227,446.8,245.98,56.03,748.81
SHP03228,351.54,223.09,117.84,692.47
SHP03229,566.76,205.9,45.19,817.8499999999999
SHP03230,153.01,87.93,77.04,317.98
SHP03231,170.25,73.84,119.22,363.31
SHP03232,124.17,234.55,64.3,423.02000000000004
SHP03233,283.12,149.63,65.56,498.31
SHP03234,351.43,228.14,67.08,646.65
SHP03235,548.33,51.29,93.28,692.9
SHP03236,178.36,243.57,69.32,491.25
SHP03237,155.41,141.89,135.32,432.61999999999995
SHP03238,214.23,158.83,50.37,423.43
SHP03239,217.75,44.02,109.96,371.72999999999996
SHP03240,437.89,215.38,76.43,729.7
SHP03241,84.93,205.42,26.34,316.69
SHP03242,552.76,246.08,144.2,943.04
SHP03243,576.26,111.67,113.93,801.8599999999999
SHP03244,594.0,35.75,80.24,709.99
SHP03245,106.53,69.24,66.75,242.51999999999998
SHP03246,357.57,204.36,70.36,632.2900000000001
SHP03247,120.75,199.68,109.74,430.17
SHP03248,95.61,183.07,108.59,387.27
SHP03249,305.42,119.91,86.57,511.90000000000003
SHP03250,225.23,140.92,123.45,489.59999999999997
SHP03251,161.8,47.62,49.2,258.62
SHP03252,466.97,172.34,59.22,698.5300000000001
SHP03253,306.1,225.07,118.18,649.3500000000001
SHP03254,480.69,87.79,122.77,691.25
SHP03255,249.16,54.35,103.03,406.53999999999996
SHP03256,185.3,153.26,97.35,435.90999999999997
SHP03257,328.06,186.66,41.54,556.26
SHP03258,366.39,172.61,96.08,635.08
SHP03259,539.03,33.86,25.78,598.67
SHP03260,334.75,166.74,30.0,531.49
SHP03261,160.97,164.3,23.0,348.27
SHP03262,181.84,231.77,95.45,509.06
SHP03263,511.03,88.1,82.94,682.0699999999999
SHP03264,294.31,53.08,67.61,415.0
SHP03265,157.96,40.75,148.13,346.84000000000003
SHP03266,498.49,134.78,108.62,741.89
SHP03267,274.48,53.88,70.11,398.47
SHP03268,296.61,199.04,128.21,623.86
SHP03269,249.87,104.57,115.79,470.23
SHP03270,297.67,203.87,99.44,600.98
SHP03271,572.95,174.73,104.87,852.5500000000001
SHP03272,232.26,113.53,30.04,375.83
SHP03273,474.45,46.71,95.27,616.43
SHP03274,467.12,238.18,68.45,773.75
SHP03275,411.31,158.07,40.0,609.38
SHP03276,558.17,100.34,78.61,737.12
SHP03277,546.11,159.32,63.31,768.74
SHP03278,215.26,215.08,29.91,460.25000000000006
SHP03279,308.73,151.45,21.5,481.68
SHP03280,260.07,236.54,134.48,631.09
SHP03281,313.32,143.01,71.88,528.21
SHP03282,364.39,238.42,111.92,714.7299999999999
SHP03283,177.69,55.63,32.79,266.11
SHP03284,405.2,151.75,130.53,687.48
SHP03285,437.28,193.24,144.49,775.01
SHP03286,201.67,231.19,103.81,536.6700000000001
SHP03287,562.98,144.77,122.12,829.87
SHP03288,347.92,140.93,88.85,577.7
SHP03289,411.31,78.7,143.96,633.97
SHP03290,589.57,195.79,129.17,914.53
SHP03291,515.1,147.52,84.39,747.01
SHP03292,230.94,89.33,86.79,407.06
SHP03293,244.2,191.27,28.78,464.25
SHP03294,585.47,149.35,122.01,856.83
SHP03295,214.99,215.64,42.58,473.21
SHP03296,109.87,208.77,23.2,341.84
SHP03297,493.01,67.32,69.9,630.2299999999999
SHP03298,453.05,216.53,144.84,814.4200000000001
SHP03299,157.69,103.04,30.34,291.07
SHP03300,416.48,42.09,32.69,491.26000000000005
SHP03301,210.0,100.65,89.75,400.4
SHP03302,140.44,49.97,41.76,232.17
SHP03303,364.52,44.85,131.53,540.9
SHP03304,179.33,172.33,59.53,411.19000000000005
SHP03305,519.02,227.93,146.73,893.6800000000001
SHP03306,303.5,174.37,109.58,587.45
SHP03307,335.45,33.81,35.95,405.21
SHP03308,301.12,100.72,78.41,480.25
SHP03309,87.43,126.5,104.65,318.58000000000004
SHP03310,238.81,192.12,44.35,475.28000000000003
SHP03311,312.27,137.72,36.68,486.67
SHP03312,511.49,182.63,117.88,812.0
SHP03313,455.19,104.93,24.85,584.97
SHP03314,434.31,111.1,130.54,675.9499999999999
SHP03315,87.71,106.4,81.09,275.20000000000005
SHP03316,261.08,228.11,82.42,571.61
SHP03317,572.09,87.6,117.32,777.01
SHP03318,217.23,239.52,33.69,490.44
SHP03319,178.6,118.25,84.82,381.67
SHP03320,323.48,174.65,106.09,604.22
SHP03321,267.2,55.79,55.19,378.18
SHP03322,405.55,95.6,83.43,584.5799999999999
SHP03323,235.19,42.25,146.49,423.93
SHP03324,483.97,50.51,149.22,683.7
SHP03325,423.35,223.15,46.64,693.14
SHP03326,191.6,47.21,112.41,351.22
SHP03327,550.97,31.23,20.08,602.2800000000001
SHP03328,587.53,123.23,108.29,819.05
SHP03329,94.69,163.12,80.46,338.27
SHP03330,129.2,249.05,127.54,505.79
SHP03331,296.67,80.62,27.97,405.26
SHP03332,206.7,98.63,43.29,348.62
SHP03333,140.25,191.8,105.67,437.72
SHP03334,340.27,176.73,56.12,573.12
SHP03335,139.14,124.17,114.05,377.36
SHP03336,573.84,220.45,36.81,831.0999999999999
SHP03337,165.18,131.59,45.31,342.08
SHP03338,570.47,91.31,71.26,733.04
SHP03339,539.29,248.21,96.38,883.88
SHP03340,492.68,99.62,88.15,680.4499999999999
SHP03341,83.58,202.69,141.12,427.39
SHP03342,204.17,101.83,22.12,328.12
SHP03343,304.56,230.2,21.22,555.98
SHP03344,554.4,195.79,50.32,800.51
SHP03345,568.14,104.82,79.35,752.3100000000001
SHP03346,217.7,164.27,134.84,516.8100000000001
SHP03347,281.95,206.7,78.87,567.52
SHP03348,90.86,221.55,107.23,419.64000000000004
SHP03349,312.74,196.57,65.76,575.07
SHP03350,149.96,52.59,116.52,319.07
SHP03351,540.54,181.04,38.35,759.93
SHP03352,516.03,52.47,119.94,688.44
SHP03353,229.24,55.81,96.83,381.88
SHP03354,303.96,105.47,27.72,437.15
SHP03355,289.26,133.76,148.2,571.22
SHP03356,355.01,80.11,62.43,497.55
SHP03357,164.27,53.69,121.56,339.52
SHP03358,494.1,62.17,69.52,625.79
SHP03359,189.97,79.19,89.73,358.89
SHP03360,403.78,173.75,36.62,614.15
SHP03361,273.87,52.98,20.81,347.66
SHP03362,326.67,40.6,86.01,453.28000000000003
SHP03363,262.25,184.1,80.11,526.46
SHP03364,302.82,47.0,53.89,403.71
SHP03365,437.3,70.48,131.45,639.23
SHP03366,211.6,178.34,88.98,478.92
SHP03367,386.22,170.58,80.34,637.1400000000001
SHP03368,253.59,53.85,105.07,412.51
SHP03369,300.33,40.52,89.93,430.78
SHP03370,405.87,167.46,116.69,690.02
SHP03371,581.34,32.68,97.22,711.24
SHP03372,500.23,165.25,46.48,711.96
SHP03373,567.16,67.74,134.11,769.01
SHP03374,250.79,32.1,116.32,399.21
SHP03375,135.76,72.48,56.93,265.17
SHP03376,577.71,83.65,82.99,744.35
SHP03377,427.18,160.44,132.65,720.27
SHP03378,152.11,222.9,66.77,441.78
SHP03379,103.9,157.02,111.08,372.0
SHP03380,142.07,185.91,37.09,365.07000000000005
SHP03381,165.37,81.85,87.52,334.74
SHP03382,280.73,220.78,115.62,617.13
SHP03383,468.32,81.76,65.67,615.75
SHP03384,443.82,53.54,35.97,533.33
SHP03385,416.77,84.49,142.15,643.41
SHP03386,590.53,193.58,40.0,824.11
SHP03387,504.29,199.65,85.34,789.2800000000001
SHP03388,212.52,59.11,105.07,376.7
SHP03389,355.88,142.55,139.61,638.04
SHP03390,167.31,109.15,56.46,332.92
SHP03391,349.83,50.55,82.71,483.09
SHP03392,432.95,63.84,82.56,579.3499999999999
SHP03393,90.7,238.27,46.4,375.37
SHP03394,178.49,198.22,139.3,516.01
SHP03395,372.52,114.42,104.43,591.37
SHP03396,456.09,86.21,131.94,674.24
SHP03397,328.02,121.82,70.84,520.68
SHP03398,452.99,242.77,148.77,844.53
SHP03399,411.48,70.57,119.64,601.69
SHP03400,319.18,84.97,126.44,530.5899999999999
SHP03401,357.04,207.9,148.95,713.8900000000001
SHP03402,556.02,105.55,107.95,769.52
SHP03403,210.38,168.78,31.67,410.83
SHP03404,196.88,98.26,97.59,392.73
SHP03405,132.55,83.94,61.08,277.57
SHP03406,533.44,86.08,140.64,760.1600000000001
SHP03407,385.53,246.92,148.12,780.5699999999999
SHP03408,362.73,106.25,88.58,557.5600000000001
SHP03409,151.39,192.44,100.24,444.07
SHP03410,292.42,127.82,72.55,492.79
SHP03411,108.35,170.29,41.42,320.06
SHP03412,467.24,173.78,136.54,777.56
SHP03413,576.15,136.32,115.28,827.75
SHP03414,478.81,81.21,52.95,612.97
SHP03415,282.47,47.84,43.34,373.6500000000001
SHP03416,221.25,39.76,150.0,411.01
SHP03417,400.44,52.18,111.03,563.65
SHP03418,245.18,182.52,139.84,567.5400000000001
SHP03419,119.8,133.76,115.34,368.9
SHP03420,420.17,114.53,29.7,564.4000000000001
SHP03421,222.76,163.79,133.03,519.5799999999999
SHP03422,356.1,111.38,34.08,501.56
SHP03423,120.55,162.24,115.48,398.27000000000004
SHP03424,130.69,94.78,31.71,257.18
SHP03425,104.06,136.26,89.74,330.06
SHP03426,383.37,128.24,87.29,598.9
SHP03427,445.15,104.56,37.07,586.7800000000001
SHP03428,201.51,32.83,132.2,366.53999999999996
SHP03429,265.98,113.93,26.97,406.88
SHP03430,520.67,201.65,134.66,856.9799999999999
SHP03431,551.92,127.84,123.31,803.0699999999999
SHP03432,125.41,230.17,128.48,484.05999999999995
SHP03433,489.94,180.95,116.72,787.61
SHP03434,409.76,43.37,88.57,541.7
SHP03435,239.48,178.84,101.47,519.79
SHP03436,81.03,153.48,64.64,299.15
SHP03437,379.22,147.72,67.28,594.22
SHP03438,138.85,38.88,72.43,250.16
SHP03439,341.61,67.22,28.62,437.45000000000005
SHP03440,598.69,93.02,115.61,807.32
SHP03441,543.5,121.41,79.51,744.42
SHP03442,587.94,132.12,125.44,845.5
SHP03443,579.02,155.35,91.42,825.79
SHP03444,288.55,209.02,93.05,590.62
SHP03445,529.17,59.44,136.46,725.0699999999999
SHP03446,535.97,78.4,122.7,737.07
SHP03447,246.57,218.07,109.92,574.56
SHP03448,479.55,200.29,50.98,730.82
SHP03449,563.03,197.77,132.36,893.16
SHP03450,85.47,198.08,117.46,401.01
SHP03451,267.74,71.59,45.18,384.51000000000005
SHP03452,82.08,62.19,148.61,292.88
SHP03453,313.88,154.89,71.66,540.43
SHP03454,404.33,214.39,27.64,646.36
SHP03455,569.35,178.2,62.63,810.18
SHP03456,307.4,97.27,32.14,436.80999999999995
SHP03457,544.47,56.37,94.6,695.44
SHP03458,175.87,88.71,120.81,385.39
SHP03459,134.64,130.74,127.72,393.1
SHP03460,142.02,225.14,120.96,488.11999999999995
SHP03461,484.37,245.23,51.95,781.5500000000001
SHP03462,586.67,188.7,148.03,923.3999999999999
SHP03463,511.26,95.11,60.26,666.63
SHP03464,249.35,103.04,21.49,373.88
SHP03465,550.17,181.42,101.65,833.2399999999999
SHP03466,159.65,141.86,103.66,405.16999999999996
SHP03467,493.5,164.77,54.46,712.73
SHP03468,264.48,92.6,123.43,480.51000000000005
SHP03469,540.29,133.55,102.4,776.2399999999999
SHP03470,369.36,100.81,77.15,547.32
SHP03471,210.77,43.33,130.06,384.16
SHP03472,393.39,55.61,26.7,475.7
SHP03473,501.26,127.79,122.83,751.88
SHP03474,495.03,169.84,77.44,742.31
SHP03475,515.17,203.46,132.04,850.67
SHP03476,550.57,191.47,22.54,764.58
SHP03477,159.84,59.2,109.34,328.38
SHP03478,474.68,56.29,20.59,551.5600000000001
